Item name,Category,Size/Quantity,Price,ImageURL,Image URL
Wet wipes,SELF CARE,PACKS,55,https://source.unsplash.com/200x200/?Wet+wipes,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrNmH-2V3EiFDzyPp485nDODbzpNw2BFZyDEDlFT_dFojJWXaFAf48C5ECTA&s
Wet wipes (Novel 10 wipes),SELF CARE,NUMBERS,40,https://source.unsplash.com/200x200/?Wet+wipes+(Novel+10+wipes),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUkriybEhIdED117jXd1dgHAI9eS4UJ2KcaHangn9mDsSNgAB_7napfHC2BXM&s
White Chart,STATIONARY,NUMBERS,10,https://source.unsplash.com/200x200/?White+Chart,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIR2EIb0wKezTwfvnR9cHlELs8MLrASkQBPcpVsSJ3rVAZlQGyL6KrUCXJGlw&s
White Tape 1 inch,STATIONARY,NUMBERS,20,https://source.unsplash.com/200x200/?White+Tape+1+inch,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTXEH_a5qRBnUG9En00xkgBn9mgpVOzfClW_Xya4rPdXTrLK4pTM9PYhHlXGU&s
Whitener,STATIONARY,NUMBERS,30,https://source.unsplash.com/200x200/?Whitener,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCrUyrrvk7NaP9C4iryRqZJglinPhmSIo3kfopwJ3T7Uos3U9TSlMc4FxIqA&s
Whitener 10rs,STATIONARY,PIECES,10,https://source.unsplash.com/200x200/?Whitener+10rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZiyw_nEItpuj49lZYm_nNDvR44AsB8dAaynCbnFQLQVmhQg1upzK4xDnEPg&s
WK LOVE BITE CHOCO MRP 20,CHOCOLATE,PACKS,20,https://source.unsplash.com/200x200/?WK+LOVE+BITE+CHOCO+MRP+20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlwxVNOxaLI2IcKz0HSqj7eh1r--aEBsom0CIz027oUYSVrDp31Iyw-TSrGzE&s
XO PEN,PENS,NUMBERS,10,https://source.unsplash.com/200x200/?XO+PEN,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXciQgH6tIZDM0IRs11Sp5kt-4j1q-YIPdgwaX-y1KdGEJGQ_ZtLDWN7ZBeYY&s
XO Pen 20rs,STATIONARY,NUMBERS,20,https://source.unsplash.com/200x200/?XO+Pen+20rs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7mflCUe0EOCf3xbI64c2iJScjWrA2v4vTHic-2eIU_sKyJI8j0j6Y5M13ao&s
Yardley soap Rs.80,SELF CARE,PIECES,80,https://source.unsplash.com/200x200/?Yardley+soap+Rs.80,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3bxGcdmRsak3JFpvgiylwRL0vAgrB1MrGl1nvWL32oOj5a0FBhZXI1gZYyw&s
Yellow Chart,STATIONARY,NUMBERS,10,https://source.unsplash.com/200x200/?Yellow+Chart,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQm4-wrsMopNUuXpiKuJbPul0tIyGkJaJ0-GPfF8AnBTPU-QPb1n38J3iUJWw&s
Yoga bar Rs.100,SNACKS,PIECES,100,https://source.unsplash.com/200x200/?Yoga+bar+Rs.100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEIR6CejJvRPpkgLUiAejb4evkcDLBkB3FbZQ5kKXj50oX_boGapBJbXZeyLs&s
Yoga bar Rs.50,SNACKS,NUMBERS,50,https://source.unsplash.com/200x200/?Yoga+bar+Rs.50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHKJY0YhgmfEjMKO4konABPg_Nquk7B7skIwaRdIDMAyTcOZf7SO1axtpKlmg&s
yoga bar Rs.60,SNACKS,NUMBERS,60,https://source.unsplash.com/200x200/?yoga+bar+Rs.60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9oKgUEm2c3Cdn4snTwpB6anNTAO2a0VqwczYQt0FrGsXw65rAOgtY5t_HJ_s&s
youva mini note pad,STATIONARY,NUMBERS,10,https://source.unsplash.com/200x200/?youva+mini+note+pad,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_q5xnIBYT1ER5t6CfseEJ1JwWLRAtuXVoSPKNrDxYe6tsF5oCFp0OFBWskKY&s
youva mini note pad 20 pcs,Other,PACKS,0,https://source.unsplash.com/200x200/?youva+mini+note+pad+20+pcs,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS87iUy4tdkFPCpheWLJHxj58UIXHM6TMjyxLCxcRhMBGdSt_9At1RTnGRxww&s
